"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9A0","2019-09-18 17:00:00","498.000","67.000","1.100","23.200","0.950","954.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","20.900",""
"C0AH40","2019-09-18 17:00:00","426.000","31.000","4.100","23.800","0.780","964.600","-99.000","4.000","14.400","1.000","","25.300","","23.000",""
"C0X280","2019-09-18 17:00:00","22.000","34.000","7.800","28.400","0.730","1004.600","-99.000","0.000","14.300","40.000","","30.700","","24.900",""
"C0V620","2019-09-18 17:00:00","18.000","185.000","4.400","29.200","0.740","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.800",""
"C0H960","2019-09-18 17:00:00","120.000","22.000","1.800","30.200","0.610","991.800","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","24.400",""
"C0M530","2019-09-18 17:00:00","1385.000","0.000","0.000","19.600","0.990","865.300","-99.000","0.500","-99.000","-99.000","-99.000","21.300","","16.900",""
"C0R170","2019-09-18 17:00:00","26.000","219.000","1.100","29.400","0.680","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.900",""
"C0I420","2019-09-18 17:00:00","305.000","236.000","1.300","31.200","0.570","972.200","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.000",""
"C0A640","2019-09-18 17:00:00","241.000","0.000","0.200","21.500","0.940","987.700","-99.000","21.500","-99.000","-99.000","-99.000","24.600","","21.500",""
"C0A930","2019-09-18 17:00:00","216.000","1.000","2.300","24.400","0.900","987.000","-99.000","0.000","8.200","6.000","","26.400","","23.100",""
"C0F9M0","2019-09-18 17:00:00","230.000","30.000","2.600","27.300","0.620","981.300","-99.000","0.000","10.000","21.000","","30.600","","23.400",""
"C0AC40","2019-09-18 17:00:00","1079.000","60.000","8.700","16.400","0.990","892.700","-99.000","6.000","22.000","61.000","","18.600","","15.500",""
"C0AI00","2019-09-18 17:00:00","188.000","30.000","3.800","23.700","0.830","990.800","-99.000","4.000","12.600","34.000","","28.500","","22.800",""
"C0T9M0","2019-09-18 17:00:00","92.000","16.000","3.500","27.100","0.750","1000.400","-99.000","0.000","9.500","355.000","","31.700","","24.700",""
"C0K430","2019-09-18 17:00:00","30.000","359.000","4.100","28.000","0.710","1004.400","-99.000","0.000","13.400","357.000","","30.800","","24.300",""
"C0Z170","2019-09-18 17:00:00","199.000","338.000","1.200","27.000","0.710","988.700","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","21.600",""
"C0Z100","2019-09-18 17:00:00","36.000","56.000","1.500","28.100","0.670","1006.700","-99.000","0.000","8.100","8.000","","32.500","","22.300",""
"C0U710","2019-09-18 17:00:00","1942.000","206.000","0.400","13.700","0.990","808.600","-99.000","2.500","-99.000","-99.000","-99.000","15.500","","10.900",""
"C0SA30","2019-09-18 17:00:00","92.000","13.000","4.800","27.100","0.760","999.000","-99.000","0.000","11.600","6.000","","29.700","","24.600",""
"C0V500","2019-09-18 17:00:00","6.000","229.000","0.300","29.200","0.860","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","26.900",""
"CM0160","2019-09-18 17:00:00","196.000","6.000","3.000","28.800","0.630","989.700","-99.000","0.000","-99.000","-99.000","-99.000","35.400","","22.400",""
"C0V350","2019-09-18 17:00:00","36.000","205.000","1.900","30.200","0.710","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.800",""
"C0W120","2019-09-18 17:00:00","58.000","11.000","15.400","26.000","0.790","1001.900","-99.000","0.000","27.600","359.000","","27.000","","25.600",""
"C0R470","2019-09-18 17:00:00","103.000","144.000","2.200","29.700","0.730","995.700","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","25.200",""
"C0M770","2019-09-18 17:00:00","164.000","331.000","2.000","29.000","0.710","987.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","23.100",""
"C0S930","2019-09-18 17:00:00","248.000","27.000","2.100","27.800","0.630","981.000","-99.000","0.000","7.400","30.000","","31.000","","21.400",""
"C0F9Y0","2019-09-18 17:00:00","3313.000","5.000","1.400","9.000","0.870","687.100","-99.000","0.000","-99.000","-99.000","-99.000","20.700","","5.300",""
"C0E790","2019-09-18 17:00:00","344.000","32.000","3.200","26.900","0.670","968.100","-99.000","0.000","10.600","2.000","","30.400","","22.900",""
"C0O810","2019-09-18 17:00:00","161.000","100.000","1.000","28.900","0.870","991.100","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.100",""
"C0R520","2019-09-18 17:00:00","18.000","196.000","1.700","30.500","0.670","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0G880","2019-09-18 17:00:00","92.000","341.000","2.400","29.600","0.630","997.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","23.800",""
"C0R260","2019-09-18 17:00:00","76.000","0.000","0.000","28.900","0.810","998.200","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.100",""
"C0U950","2019-09-18 17:00:00","1012.000","337.000","6.100","17.400","1.000","902.600","-99.000","14.500","16.600","333.000","","19.000","","17.400",""
"C0O860","2019-09-18 17:00:00","38.000","344.000","2.900","29.700","0.750","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.000",""
"C0S980","2019-09-18 17:00:00","901.000","306.000","2.100","21.300","1.000","909.500","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","18.700",""
"C0X110","2019-09-18 17:00:00","20.000","25.000","3.100","30.200","0.640","1004.300","-99.000","0.000","10.800","14.000","","32.700","","25.800",""
"C0V310","2019-09-18 17:00:00","46.000","61.000","1.600","26.900","0.900","1000.500","-99.000","5.000","-99.000","-99.000","-99.000","32.200","","24.500",""
"C0G620","2019-09-18 17:00:00","110.000","360.000","3.100","28.500","0.670","995.100","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","23.000",""
"C0AD50","2019-09-18 17:00:00","84.000","38.000","2.100","25.800","0.790","1003.400","-99.000","1.000","-99.000","-99.000","-99.000","29.000","","24.000",""
"C0A9A0","2019-09-18 17:00:00","24.000","30.000","4.700","26.700","0.640","1009.700","-99.000","3.500","12.600","17.000","","28.900","","24.900",""
"C0O830","2019-09-18 17:00:00","127.000","285.000","0.800","28.900","0.740","992.700","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","24.100",""
"C0S760","2019-09-18 17:00:00","1621.000","157.000","0.300","17.000","1.000","837.700","-99.000","0.000","-99.000","-99.000","-99.000","19.400","","14.000",""
"C0X160","2019-09-18 17:00:00","26.000","346.000","4.200","30.100","0.660","1004.000","-99.000","0.000","9.400","331.000","","32.700","","25.200",""
"C0C490","2019-09-18 17:00:00","157.000","73.000","1.300","25.300","0.740","994.400","-99.000","2.000","-99.000","-99.000","-99.000","28.500","","23.700",""
"C0F970","2019-09-18 17:00:00","145.000","1.000","2.800","29.000","0.600","989.700","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.400",""
"C0M690","2019-09-18 17:00:00","33.000","2.000","4.200","28.800","0.710","1002.200","-99.000","0.000","11.200","352.000","","31.800","","24.000",""
"C0V690","2019-09-18 17:00:00","30.000","252.000","2.100","29.500","0.790","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","26.500",""
"C0Z210","2019-09-18 17:00:00","126.000","2.000","1.000","26.200","0.770","996.600","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","21.200",""
"C0U770","2019-09-18 17:00:00","5.000","359.000","4.200","26.400","0.660","1010.600","-99.000","1.000","10.700","334.000","","31.000","","25.300",""
"C0Z080","2019-09-18 17:00:00","298.000","352.000","1.200","23.800","0.880","976.600","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","21.000",""
"C0G640","2019-09-18 17:00:00","17.000","15.000","7.500","27.600","0.710","1007.000","-99.000","0.000","16.300","9.000","","30.400","","25.500",""
"C0X200","2019-09-18 17:00:00","61.000","320.000","2.700","29.200","0.750","999.800","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","23.500",""
"C0U900","2019-09-18 17:00:00","63.000","292.000","0.500","24.100","0.940","1006.500","-99.000","1.500","-99.000","-99.000","-99.000","28.900","","23.400",""
"C0Z230","2019-09-18 17:00:00","31.000","359.000","15.100","27.300","0.680","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","27.000",""
"C0F9O0","2019-09-18 17:00:00","175.000","36.000","1.100","29.000","0.630","987.600","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.900",""
"C0C540","2019-09-18 17:00:00","46.000","55.000","4.200","24.600","0.740","1007.100","-99.000","2.500","13.900","71.000","","28.100","","23.200",""
"C0G770","2019-09-18 17:00:00","15.000","17.000","3.000","29.200","0.670","1005.000","-99.000","0.000","11.700","17.000","","31.000","","26.100",""
"C0V670","2019-09-18 17:00:00","20.000","182.000","2.600","30.200","0.720","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.900",""
"C0A870","2019-09-18 17:00:00","685.000","31.000","9.400","19.800","0.910","934.300","-99.000","2.500","18.200","25.000","","20.400","","18.700",""
"C0R220","2019-09-18 17:00:00","23.000","239.000","1.100","29.800","0.690","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.900",""
"C0Z220","2019-09-18 17:00:00","589.000","260.000","2.700","24.800","0.670","946.900","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","21.600",""
"C0D560","2019-09-18 17:00:00","147.000","76.000","2.400","25.500","0.710","995.100","-99.000","0.000","10.800","57.000","","29.400","","23.800",""
"C0I380","2019-09-18 17:00:00","258.000","294.000","1.300","29.300","0.690","976.900","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","23.100",""
"C0Z020","2019-09-18 17:00:00","211.000","18.000","5.200","25.600","0.810","984.700","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","20.800",""
"C0Z190","2019-09-18 17:00:00","62.000","159.000","2.000","29.100","0.630","1001.100","-99.000","0.000","9.300","86.000","","32.500","","23.900",""
"C0C710","2019-09-18 17:00:00","143.000","126.000","0.400","23.100","0.920","996.300","-99.000","1.500","-99.000","-99.000","-99.000","27.200","","21.900",""
"C0D360","2019-09-18 17:00:00","523.000","4.000","0.800","23.300","0.750","952.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","21.600",""
"C0C680","2019-09-18 17:00:00","228.000","52.000","3.200","24.400","0.720","984.900","-99.000","2.000","11.200","43.000","","26.900","","22.800",""
"C0X140","2019-09-18 17:00:00","17.000","9.000","1.800","29.700","0.680","1004.300","-99.000","0.000","7.500","340.000","","33.100","","24.600",""
"C0V710","2019-09-18 17:00:00","34.000","226.000","2.400","29.800","0.690","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","27.000",""
"C0G840","2019-09-18 17:00:00","32.000","9.000","2.100","29.000","0.660","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","23.800",""
"C0S890","2019-09-18 17:00:00","238.000","23.000","3.000","26.800","0.750","984.600","-99.000","0.000","11.000","15.000","","30.800","","21.000",""
"C0T820","2019-09-18 17:00:00","550.000","124.000","1.300","25.700","0.660","951.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","18.300",""
"C0C650","2019-09-18 17:00:00","208.000","48.000","2.100","23.200","0.740","988.500","-99.000","2.000","-99.000","-99.000","-99.000","26.200","","21.600",""
"C0R600","2019-09-18 17:00:00","766.000","271.000","0.400","24.000","0.870","923.600","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","22.600",""
"C0Z320","2019-09-18 17:00:00","646.000","0.000","0.200","22.700","0.850","938.700","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","17.400",""
"C0V210","2019-09-18 17:00:00","734.000","229.000","2.800","25.700","0.760","927.600","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","19.600",""
"C0K240","2019-09-18 17:00:00","1132.000","115.000","0.300","21.500","0.990","888.300","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","19.200",""
"C0M520","2019-09-18 17:00:00","15.000","14.000","6.700","28.300","0.710","1004.500","-99.000","0.000","11.800","32.000","","32.400","","23.600",""
"C0A530","2019-09-18 17:00:00","300.000","31.000","1.400","21.800","0.990","979.000","-99.000","12.000","9.900","31.000","","26.300","","21.600",""
"C0E820","2019-09-18 17:00:00","220.000","32.000","6.400","25.100","0.720","984.300","-99.000","0.000","16.400","34.000","","29.200","","23.300",""
"C0K450","2019-09-18 17:00:00","35.000","1.000","5.400","28.500","0.700","1002.000","-99.000","0.000","13.800","351.000","","31.500","","24.100",""
"C0G760","2019-09-18 17:00:00","53.000","360.000","2.600","29.300","0.640","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","23.700",""
"CM0120","2019-09-18 17:00:00","4.000","35.000","10.000","27.700","0.690","1006.700","-99.000","0.000","19.300","27.000","","28.700","","26.300",""
"C0Z290","2019-09-18 17:00:00","946.000","16.000","1.100","20.300","0.900","906.800","-99.000","0.000","7.100","309.000","","26.300","","17.900",""
"C0V680","2019-09-18 17:00:00","40.000","206.000","3.100","29.700","0.720","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.700",""
"C0F9U0","2019-09-18 17:00:00","74.000","39.000","4.200","29.300","0.590","998.800","-99.000","0.000","12.800","26.000","","32.800","","25.900",""
"C0AI10","2019-09-18 17:00:00","76.000","241.000","0.600","23.200","0.940","1004.000","-99.000","4.500","-99.000","-99.000","-99.000","26.200","","22.300",""
"C0V530","2019-09-18 17:00:00","34.000","211.000","2.800","29.800","0.720","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.000",""
"C0R550","2019-09-18 17:00:00","38.000","225.000","0.700","30.000","0.660","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","24.300",""
"C0F9L0","2019-09-18 17:00:00","253.000","44.000","3.800","26.800","0.720","978.800","-99.000","0.000","11.300","32.000","","30.300","","23.800",""
"C0R160","2019-09-18 17:00:00","45.000","184.000","2.300","29.400","0.870","1001.000","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","24.800",""
"C0F9S0","2019-09-18 17:00:00","43.000","1.000","5.200","29.300","0.580","1001.800","-99.000","0.000","14.000","20.000","","32.600","","25.900",""
"C0M820","2019-09-18 17:00:00","980.000","0.000","0.000","22.100","0.870","901.800","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","18.300",""
"C0G870","2019-09-18 17:00:00","12.000","21.000","5.900","27.900","0.730","1006.500","-99.000","0.000","17.000","33.000","","30.100","","26.200",""
"C0R530","2019-09-18 17:00:00","16.000","169.000","3.100","29.000","0.620","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.200",""
"C0O840","2019-09-18 17:00:00","134.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2019-09-18 17:00:00","40.000","258.000","0.300","24.300","0.850","1007.100","-99.000","1.500","-99.000","-99.000","-99.000","28.600","","23.700",""
"C0A660","2019-09-18 17:00:00","97.000","24.000","2.400","25.600","1.000","1000.900","-99.000","3.500","11.500","11.000","","26.900","","22.700",""
"C0T9H0","2019-09-18 17:00:00","725.000","45.000","6.100","21.100","0.990","930.700","-99.000","0.000","18.100","24.000","","28.500","","20.200",""
"C0R270","2019-09-18 17:00:00","51.000","159.000","2.100","27.800","0.780","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0R270","2019-09-18 18:00:00","51.000","177.000","2.100","27.600","0.780","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0T9I0","2019-09-18 18:00:00","152.000","26.000","5.100","26.000","0.720","994.000","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","21.700",""
"C0V760","2019-09-18 18:00:00","30.000","223.000","2.000","29.600","0.740","1004.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","25.500",""
"C0AG90","2019-09-18 18:00:00","25.000","37.000","1.500","27.400","0.610","1010.700","-99.000","1.000","7.700","348.000","","28.900","","24.800",""
"C0R570","2019-09-18 18:00:00","37.000","46.000","2.400","30.000","0.650","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.900",""
"C0O900","2019-09-18 18:00:00","9.000","1.000","4.200","28.300","0.800","1006.300","-99.000","1.500","-99.000","-99.000","-99.000","31.500","","23.700",""
"C0I360","2019-09-18 18:00:00","300.000","249.000","1.500","27.900","0.670","972.800","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","22.800",""
"C0M810","2019-09-18 18:00:00","1354.000","282.000","0.300","19.300","0.990","863.200","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","17.000",""
"C0AC80","2019-09-18 18:00:00","40.000","69.000","1.900","25.600","0.700","1008.200","-99.000","2.500","-99.000","-99.000","-99.000","27.700","","23.600",""
