"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G870","2019-09-18 11:00:00","12.000","16.000","4.800","29.700","0.620","1008.300","-99.000","0.000","13.000","37.000","","29.700","","26.200",""
"C0R530","2019-09-18 11:00:00","16.000","234.000","3.600","28.800","0.690","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","25.200",""
"C0O840","2019-09-18 11:00:00","134.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2019-09-18 11:00:00","40.000","344.000","1.200","27.400","0.770","1007.100","-99.000","0.500","-99.000","-99.000","-99.000","28.600","","23.700",""
"CM0100","2019-09-18 11:00:00","25.000","21.000","4.700","28.900","0.620","1008.500","-99.000","0.000","10.800","32.000","","29.200","","25.000",""
"C0AC70","2019-09-18 11:00:00","71.000","96.000","0.800","26.700","0.770","1004.600","-99.000","0.500","-99.000","-99.000","-99.000","28.500","","24.600",""
"CM0130","2019-09-18 11:00:00","11.000","352.000","2.600","29.500","0.650","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","25.500",""
"C0W110","2019-09-18 11:00:00","16.000","30.000","11.600","-99.000","-99.000","1012.500","-99.000","0.000","18.300","30.000","","-999.000","","-999.000",""
"C0A660","2019-09-18 11:00:00","97.000","342.000","0.300","25.300","1.000","1001.000","-99.000","3.500","6.600","334.000","","26.600","","22.700",""
"C0T9H0","2019-09-18 11:00:00","725.000","42.000","4.600","27.500","0.590","931.300","-99.000","0.000","11.500","5.000","","27.800","","20.200",""
"C0R670","2019-09-18 11:00:00","26.000","75.000","4.400","29.800","-99.000","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.800",""
"C0R270","2019-09-18 11:00:00","51.000","321.000","1.400","30.600","0.790","1001.800","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","25.000",""
"C0O980","2019-09-18 11:00:00","18.000","121.000","0.900","31.400","0.620","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","23.700",""
"C0X120","2019-09-18 11:00:00","28.000","8.000","1.700","31.100","0.620","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.300",""
"C0R100","2019-09-18 11:00:00","1006.000","64.000","1.000","24.800","0.820","900.700","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","18.500",""
"C0T9I0","2019-09-18 11:00:00","152.000","44.000","4.800","29.700","0.540","993.800","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","21.700",""
"C0V760","2019-09-18 11:00:00","30.000","222.000","1.200","33.000","0.580","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","25.500",""
"C0AG90","2019-09-18 11:00:00","25.000","34.000","1.100","28.400","0.660","1010.500","-99.000","1.000","7.100","120.000","","28.900","","24.800",""
"C0W130","2019-09-18 11:00:00","18.000","22.000","7.500","27.900","0.700","1006.700","-99.000","0.000","18.300","35.000","","27.900","","26.200",""
"C0F9R0","2019-09-18 11:00:00","20.000","45.000","7.500","30.100","0.590","1007.200","-99.000","0.000","16.100","48.000","","30.100","","25.400",""
"C0R570","2019-09-18 11:00:00","37.000","82.000","1.500","31.800","0.610","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.900",""
"C0O900","2019-09-18 11:00:00","9.000","82.000","0.900","31.500","0.710","1007.500","-99.000","0.500","-99.000","-99.000","-99.000","31.500","","23.700",""
"C0V660","2019-09-18 11:00:00","25.000","202.000","2.100","30.900","0.670","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0AD00","2019-09-18 11:00:00","86.000","33.000","2.000","26.900","0.800","1003.200","-99.000","0.000","9.000","11.000","","28.200","","25.200",""
"C0G780","2019-09-18 11:00:00","27.000","15.000","4.600","31.200","0.440","1005.300","-99.000","0.000","11.600","12.000","","31.300","","25.800",""
"C0I520","2019-09-18 11:00:00","3860.000","-99.000","-99.000","12.000","0.400","643.600","-99.000","-99.000","-99.000","-99.000","-99.000","12.000","","6.400",""
"C0V700","2019-09-18 11:00:00","24.000","292.000","1.300","30.500","0.670","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","27.000",""
"C0E530","2019-09-18 11:00:00","341.000","34.000","4.100","27.800","0.560","970.700","-99.000","0.000","12.000","7.000","","28.200","","22.400",""
"C0AH00","2019-09-18 11:00:00","38.000","25.000","2.400","26.000","0.890","1008.000","-99.000","1.000","-99.000","-99.000","-99.000","27.400","","24.500",""
"C0X080","2019-09-18 11:00:00","2.000","13.000","2.000","32.100","0.600","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","24.300",""
"C0M790","2019-09-18 11:00:00","15.000","14.000","1.900","31.100","0.480","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.400",""
"C0R130","2019-09-18 11:00:00","1040.000","263.000","1.500","23.400","0.830","894.500","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","18.800",""
"CM0150","2019-09-18 11:00:00","11.000","107.000","1.600","30.600","0.530","1007.700","-99.000","0.000","6.700","44.000","","30.800","","23.100",""
"C0AH30","2019-09-18 11:00:00","755.000","343.000","4.700","21.300","1.000","928.200","-99.000","6.500","13.500","10.000","","21.700","","19.100",""
"C0X170","2019-09-18 11:00:00","50.000","293.000","0.700","31.800","0.620","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","24.200",""
"C0K291","2019-09-18 11:00:00","8.000","3.000","8.600","29.600","0.580","1007.700","-99.000","0.000","14.600","1.000","","30.200","","24.900",""
"C0F0C0","2019-09-18 11:00:00","983.000","18.000","0.400","24.200","0.840","901.700","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","18.900",""
"C0I480","2019-09-18 11:00:00","2165.000","340.000","0.900","22.300","0.510","787.900","-99.000","0.000","-99.000","-99.000","-99.000","22.300","","11.100",""
"C0U860","2019-09-18 11:00:00","5.000","35.000","2.900","28.400","0.650","1011.600","-99.000","0.000","8.000","42.000","","31.100","","26.000",""
"C0UA50","2019-09-18 11:00:00","808.000","314.000","4.300","23.700","0.980","922.800","-99.000","0.500","12.500","289.000","","23.700","","18.000",""
"C0U940","2019-09-18 11:00:00","25.000","260.000","3.000","29.100","0.510","1010.300","-99.000","0.500","-99.000","-99.000","-99.000","29.700","","22.700",""
"C0S970","2019-09-18 11:00:00","19.000","74.000","8.700","29.300","0.660","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.600",""
"C0T960","2019-09-18 11:00:00","120.000","21.000","1.400","30.900","0.490","996.300","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","20.600",""
"C0SA80","2019-09-18 11:00:00","136.000","90.000","1.100","27.700","0.680","994.200","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","21.600",""
"C0E780","2019-09-18 11:00:00","160.000","337.000","1.100","29.900","0.530","990.700","-99.000","0.000","7.000","43.000","","30.000","","23.800",""
"C0F9Q0","2019-09-18 11:00:00","149.000","26.000","9.400","29.500","0.530","991.000","-99.000","0.000","16.000","32.000","","29.700","","24.200",""
"C0V260","2019-09-18 11:00:00","126.000","220.000","1.800","33.300","0.580","994.100","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","24.900",""
"C0F9X0","2019-09-18 11:00:00","166.000","53.000","6.900","29.200","0.500","990.500","-99.000","0.000","15.200","38.000","","29.200","","24.200",""
"C0H990","2019-09-18 11:00:00","3076.000","59.000","0.500","17.400","0.330","707.200","-99.000","0.000","-99.000","-99.000","-99.000","17.500","","9.100",""
"C0F9K0","2019-09-18 11:00:00","30.000","21.000","7.200","28.800","0.640","1003.700","-99.000","0.000","15.700","29.000","","29.000","","25.400",""
"C0S730","2019-09-18 11:00:00","110.000","24.000","13.500","27.500","0.740","995.900","-99.000","0.000","22.400","15.000","","27.500","","26.100",""
"C0AH90","2019-09-18 11:00:00","660.000","299.000","0.300","23.100","0.750","942.000","-99.000","1.000","-99.000","-99.000","-99.000","24.500","","18.900",""
"C0T790","2019-09-18 11:00:00","2830.000","128.000","1.900","19.300","0.440","728.400","-99.000","0.000","-99.000","-99.000","-99.000","19.500","","8.900",""
"C0W150","2019-09-18 11:00:00","42.000","59.000","5.100","30.700","0.480","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","26.700",""
"C0F000","2019-09-18 11:00:00","273.000","30.000","3.300","29.200","0.510","976.800","-99.000","0.000","11.100","32.000","","29.500","","23.500",""
"C0M830","2019-09-18 11:00:00","540.000","266.000","1.300","28.600","0.730","949.700","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","21.700",""
"C0K410","2019-09-18 11:00:00","20.000","358.000","3.400","30.800","0.480","1005.200","-99.000","0.000","10.000","3.000","","30.800","","24.600",""
"C0R140","2019-09-18 11:00:00","740.000","344.000","1.900","25.900","0.740","929.600","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","21.300",""
"C0K530","2019-09-18 11:00:00","12.000","15.000","7.800","28.600","0.610","1007.500","-99.000","0.000","16.000","27.000","","28.700","","25.900",""
"C0G850","2019-09-18 11:00:00","62.000","337.000","1.300","32.100","0.600","1000.800","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","25.600",""
"C0M780","2019-09-18 11:00:00","30.000","22.000","1.300","31.600","0.570","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","23.700",""
"C0V800","2019-09-18 11:00:00","256.000","258.000","0.800","30.000","0.660","977.800","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","23.600",""
"C0S830","2019-09-18 11:00:00","288.000","30.000","2.600","30.600","0.530","978.600","-99.000","0.000","11.300","24.000","","30.600","","23.700",""
"C0V360","2019-09-18 11:00:00","94.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K510","2019-09-18 11:00:00","10.000","360.000","5.600","30.200","0.580","1006.500","-99.000","0.000","11.100","5.000","","30.700","","24.500",""
"C0S920","2019-09-18 11:00:00","98.000","137.000","1.100","29.500","0.620","993.500","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","22.500",""
"C0V640","2019-09-18 11:00:00","35.000","276.000","1.400","30.700","0.660","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0V630","2019-09-18 11:00:00","19.000","306.000","1.100","29.500","0.670","1008.500","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","25.200",""
"C0U910","2019-09-18 11:00:00","17.000","308.000","5.100","29.200","0.510","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","24.200",""
"C0U600","2019-09-18 11:00:00","10.000","357.000","1.700","28.200","0.670","1010.900","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","24.500",""
"C0G820","2019-09-18 11:00:00","29.000","26.000","1.100","32.900","0.490","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.600",""
"C0AH80","2019-09-18 11:00:00","68.000","46.000","2.200","25.900","0.820","1004.400","-99.000","1.000","-99.000","-99.000","-99.000","27.000","","23.200",""
"C0K250","2019-09-18 11:00:00","12.000","26.000","5.400","31.400","0.530","1007.100","-99.000","0.000","10.900","23.000","","31.600","","23.800",""
"C0R590","2019-09-18 11:00:00","72.000","327.000","2.300","31.000","0.620","999.800","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","25.100",""
"C0A9E0","2019-09-18 11:00:00","26.000","66.000","1.900","26.300","0.730","1010.000","-99.000","1.000","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0R480","2019-09-18 11:00:00","57.000","215.000","1.100","31.900","0.590","1001.600","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0I410","2019-09-18 11:00:00","180.000","353.000","1.400","29.700","0.650","987.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","23.000",""
"C0M410","2019-09-18 11:00:00","245.000","150.000","2.400","30.400","0.770","976.900","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0X300","2019-09-18 11:00:00","70.000","321.000","0.600","30.800","0.680","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","23.100",""
"C0U970","2019-09-18 11:00:00","7.000","343.000","2.100","29.500","0.590","1012.200","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0G810","2019-09-18 11:00:00","26.000","18.000","2.200","31.700","0.490","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","25.900",""
"C0U650","2019-09-18 11:00:00","442.000","251.000","1.700","25.300","0.640","963.600","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","21.000",""
"C0M750","2019-09-18 11:00:00","10.000","9.000","6.400","29.900","0.580","1007.000","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.900",""
"C0I110","2019-09-18 11:00:00","161.000","316.000","1.700","29.700","0.650","990.700","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","23.900",""
"C0V370","2019-09-18 11:00:00","74.000","231.000","0.400","30.900","0.720","1000.400","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","23.700",""
"C0C690","2019-09-18 11:00:00","242.000","64.000","2.800","24.600","0.790","985.400","-99.000","2.500","10.700","54.000","","26.200","","22.200",""
"C0E540","2019-09-18 11:00:00","32.000","31.000","7.400","30.200","0.600","1006.200","-99.000","0.000","15.600","50.000","","30.500","","25.400",""
"C0W170","2019-09-18 11:00:00","42.000","0.000","0.000","27.000","0.650","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","27.100","","26.000",""
"C0A540","2019-09-18 11:00:00","401.000","349.000","0.700","22.000","0.950","966.300","-99.000","3.500","-99.000","-99.000","-99.000","22.700","","20.800",""
"C0Z150","2019-09-18 11:00:00","27.000","44.000","6.700","30.600","0.520","1006.600","-99.000","0.000","12.000","38.000","","31.300","","22.900",""
"C0S840","2019-09-18 11:00:00","22.000","57.000","6.200","30.500","0.600","1008.900","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","22.800",""
"C0H9A0","2019-09-18 11:00:00","1595.000","98.000","1.300","25.000","0.660","844.000","-99.000","0.000","-99.000","-99.000","-99.000","25.000","","14.800",""
"C0H950","2019-09-18 11:00:00","192.000","276.000","0.800","30.500","0.670","987.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","22.500",""
"C0Z300","2019-09-18 11:00:00","182.000","11.000","3.200","28.800","0.680","990.500","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.100",""
"C0AH10","2019-09-18 11:00:00","30.000","65.000","3.600","27.900","0.690","1007.900","-99.000","1.500","-99.000","-99.000","-99.000","28.800","","24.800",""
"C0R680","2019-09-18 11:00:00","13.000","53.000","3.500","29.200","-99.000","1007.600","-99.000","0.000","-99.000","-99.000","-99.000","29.600","","26.200",""
"C0G730","2019-09-18 11:00:00","27.000","16.000","6.100","30.200","0.570","1006.000","-99.000","0.000","12.800","17.000","","30.400","","25.000",""
"C0X210","2019-09-18 11:00:00","38.000","330.000","1.400","30.400","0.650","1002.300","-99.000","0.000","-99.000","-99.000","-99.000","30.400","","24.000",""
"C0AD30","2019-09-18 11:00:00","20.000","30.000","1.700","27.500","0.710","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.200",""
"C0R240","2019-09-18 11:00:00","87.000","290.000","1.100","32.000","0.610","997.900","-99.000","0.000","-99.000","-99.000","-99.000","32.000","","23.900",""
"C0V730","2019-09-18 11:00:00","33.000","315.000","0.900","31.100","0.680","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","31.800","","26.300",""
"C0SA00","2019-09-18 11:00:00","466.000","109.000","1.700","26.200","0.780","957.500","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","20.200",""
"C0AI30","2019-09-18 11:00:00","26.000","31.000","2.200","27.300","0.760","1010.300","-99.000","1.000","-99.000","-99.000","-99.000","29.400","","24.900",""
"C0S900","2019-09-18 11:00:00","27.000","351.000","4.700","28.200","0.710","1006.300","-99.000","0.000","19.200","341.000","","28.400","","27.700",""
"C0V720","2019-09-18 11:00:00","15.000","290.000","1.600","30.300","0.730","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.900",""
"C0UA60","2019-09-18 11:00:00","566.000","338.000","5.000","27.200","0.550","947.900","-99.000","0.000","12.800","306.000","","27.200","","21.700",""
"C0A980","2019-09-18 11:00:00","11.000","21.000","2.500","26.000","0.830","1011.900","-99.000","1.500","-99.000","-99.000","-99.000","29.500","","24.400",""
"C0K550","2019-09-18 11:00:00","15.000","346.000","5.300","30.300","0.580","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0U960","2019-09-18 11:00:00","1885.000","1.000","7.100","16.400","0.780","814.800","-99.000","0.500","15.200","360.000","","16.400","","11.200",""
"C0R350","2019-09-18 11:00:00","35.000","47.000","7.000","29.400","0.610","1004.500","-99.000","0.000","14.400","54.000","","29.800","","25.200",""
"C0T9F0","2019-09-18 11:00:00","251.000","108.000","0.900","30.600","0.520","981.400","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","22.600",""
"C0T9E0","2019-09-18 11:00:00","415.000","14.000","2.200","27.700","0.580","964.500","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","21.400",""
"CM0010","2019-09-18 11:00:00","68.000","47.000","2.700","26.100","-99.000","1005.400","-99.000","0.500","-99.000","-99.000","-99.000","27.400","","24.000",""
"C0A880","2019-09-18 11:00:00","6.000","345.000","2.000","26.700","0.790","1009.900","-99.000","5.000","8.200","351.000","","27.800","","23.000",""
"C0O990","2019-09-18 11:00:00","18.000","163.000","1.600","31.000","0.700","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","24.300",""
"C0S950","2019-09-18 11:00:00","415.000","63.000","1.400","27.800","0.640","962.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","21.900",""
"C0X190","2019-09-18 11:00:00","10.000","347.000","1.000","29.900","0.700","1006.600","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.900",""
"C0I530","2019-09-18 11:00:00","3014.000","138.000","3.000","15.800","0.340","702.900","-99.000","0.000","11.100","117.000","","17.000","","9.000",""
"C0M670","2019-09-18 11:00:00","43.000","342.000","1.700","30.200","0.620","1002.800","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","24.200",""
"C0Z061","2019-09-18 11:00:00","174.000","331.000","1.800","29.400","0.580","993.100","-99.000","0.000","-99.000","-99.000","-99.000","29.400","","20.800",""
"C0M730","2019-09-18 11:00:00","40.000","345.000","0.700","32.900","0.690","1003.000","-99.000","0.000","-99.000","-99.000","-99.000","33.000","","24.500",""
"C0K500","2019-09-18 11:00:00","12.000","23.000","4.000","30.900","0.500","1005.900","-99.000","0.000","10.300","27.000","","30.900","","24.300",""
"C0X260","2019-09-18 11:00:00","39.000","19.000","1.900","30.100","0.680","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.600",""
"C0U750","2019-09-18 11:00:00","398.000","356.000","6.700","23.000","0.910","967.300","-99.000","1.000","13.400","12.000","","23.800","","21.100",""
"C0A650","2019-09-18 11:00:00","287.000","0.000","0.200","23.200","0.970","980.400","-99.000","2.000","6.600","48.000","","24.800","","21.700",""
"C0ACA0","2019-09-18 11:00:00","25.000","25.000","1.200","27.100","0.700","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","24.600",""
"C0X180","2019-09-18 11:00:00","62.000","227.000","0.600","30.700","0.700","1000.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","23.400",""
"C0K400","2019-09-18 11:00:00","65.000","317.000","0.900","30.300","0.650","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","24.000",""
"C0I370","2019-09-18 11:00:00","671.000","336.000","0.600","27.500","0.590","935.200","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","21.000",""
"C0F930","2019-09-18 11:00:00","100.000","27.000","1.100","31.800","0.520","997.500","-99.000","0.000","7.700","40.000","","31.900","","25.200",""
"C0I010","2019-09-18 11:00:00","1562.000","312.000","1.700","22.400","0.710","846.400","-99.000","0.000","-99.000","-99.000","-99.000","22.400","","15.700",""
"C0S750","2019-09-18 11:00:00","2280.000","0.000","0.200","22.500","0.630","773.300","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","10.700",""
"C0R650","2019-09-18 11:00:00","29.000","314.000","0.300","31.400","0.610","1006.300","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","25.000",""
"C0W160","2019-09-18 11:00:00","49.000","55.000","19.700","27.100","0.650","1002.600","-99.000","0.000","26.400","46.000","","27.300","","26.700",""
"C0E740","2019-09-18 11:00:00","27.000","58.000","2.900","30.500","0.530","1006.300","-99.000","0.000","9.800","348.000","","30.500","","25.200",""
"C0AI20","2019-09-18 11:00:00","25.000","30.000","10.400","25.600","0.910","1009.300","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.100",""
"C0E550","2019-09-18 11:00:00","84.000","53.000","6.300","29.100","0.520","1001.200","-99.000","0.000","15.800","51.000","","29.100","","24.600",""
"C0I460","2019-09-18 11:00:00","110.000","49.000","3.200","30.100","0.610","996.100","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","23.900",""
"C0A9F0","2019-09-18 11:00:00","35.000","85.000","2.300","26.400","0.790","1009.200","-99.000","0.500","-99.000","-99.000","-99.000","29.100","","25.000",""
"C0F9A0","2019-09-18 11:00:00","425.000","15.000","1.000","29.900","0.590","961.500","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.900",""
"C0X060","2019-09-18 11:00:00","19.000","28.000","1.000","31.200","0.630","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","23.300",""
"C1R320","2019-09-18 11:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O950","2019-09-18 11:00:00","4.000","23.000","0.600","31.500","0.630","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.500",""
"C0R510","2019-09-18 11:00:00","31.000","306.000","0.700","31.900","0.600","1004.900","-99.000","0.000","-99.000","-99.000","-99.000","32.100","","26.000",""
"C0M760","2019-09-18 11:00:00","40.000","350.000","1.600","30.600","0.620","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","24.600",""
"C0AH70","2019-09-18 11:00:00","34.000","79.000","2.900","26.800","0.650","1009.100","-99.000","1.000","-99.000","-99.000","-99.000","29.000","","24.700",""
"C0V250","2019-09-18 11:00:00","298.000","269.000","1.300","30.800","0.650","975.500","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","22.400",""
"C0U980","2019-09-18 11:00:00","573.000","327.000","2.400","22.000","0.940","950.000","-99.000","2.000","-99.000","-99.000","-99.000","25.000","","20.400",""
"C0AC60","2019-09-18 11:00:00","55.000","89.000","0.700","27.500","0.710","1006.000","-99.000","0.500","6.600","60.000","","30.300","","24.200",""
"C0UA70","2019-09-18 11:00:00","547.000","13.000","3.700","22.300","0.990","951.800","-99.000","0.500","12.800","14.000","","23.800","","20.200",""
"C0G740","2019-09-18 11:00:00","24.000","358.000","5.100","29.600","0.600","1005.800","-99.000","0.000","11.900","350.000","","30.000","","25.800",""
"C0S740","2019-09-18 11:00:00","289.000","25.000","2.500","28.300","0.660","977.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","20.500",""
"C0F9N0","2019-09-18 11:00:00","75.000","4.000","1.100","32.300","0.480","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.400",""
"C0F9T0","2019-09-18 11:00:00","111.000","7.000","2.600","30.300","0.470","996.300","-99.000","0.000","9.900","348.000","","30.300","","24.900",""
"C0A940","2019-09-18 11:00:00","49.000","46.000","0.800","25.200","0.980","1007.600","-99.000","3.000","-99.000","-99.000","-99.000","28.500","","24.500",""
"C0S710","2019-09-18 11:00:00","382.000","42.000","2.800","27.200","0.610","967.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","20.300",""
"C0A920","2019-09-18 11:00:00","196.000","29.000","2.600","24.600","1.000","990.100","-99.000","0.000","8.200","360.000","","26.300","","23.300",""
"C0M680","2019-09-18 11:00:00","37.000","355.000","1.900","30.700","0.620","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","31.100","","24.100",""
"C0T870","2019-09-18 11:00:00","135.000","153.000","1.700","29.800","0.510","994.200","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","19.700",""
"C0X220","2019-09-18 11:00:00","26.000","172.000","2.600","29.700","0.630","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","24.200",""
"C0R560","2019-09-18 11:00:00","22.000","307.000","2.400","30.500","0.690","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","30.800","","26.000",""
"C0O930","2019-09-18 11:00:00","69.000","0.000","0.200","30.100","0.730","1001.100","-99.000","0.000","-99.000","-99.000","-99.000","30.600","","23.000",""
"C0AI40","2019-09-18 11:00:00","37.000","90.000","1.400","26.300","0.750","1008.700","-99.000","1.500","-99.000","-99.000","-99.000","28.900","","24.400",""
"C0F9P0","2019-09-18 11:00:00","26.000","31.000","5.500","29.300","0.660","1006.400","-99.000","0.000","15.300","32.000","","29.400","","25.700",""
"C0E520","2019-09-18 11:00:00","320.000","268.000","1.700","29.400","0.520","973.500","-99.000","0.000","7.300","305.000","","29.600","","20.400",""
"C0T9D0","2019-09-18 11:00:00","7.000","31.000","3.200","33.600","0.480","1009.100","-99.000","0.000","9.200","35.000","","33.900","","26.200",""
"C0I390","2019-09-18 11:00:00","1184.000","241.000","1.600","24.700","0.660","883.400","-99.000","0.000","-99.000","-99.000","-99.000","24.700","","16.000",""
"C0B020","2019-09-18 11:00:00","86.000","4.000","5.100","25.700","0.990","1001.100","-99.000","1.000","-99.000","-99.000","-99.000","26.400","","24.500",""
"CM0170","2019-09-18 11:00:00","106.000","259.000","2.500","29.000","0.660","997.200","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","22.800",""
"C0F0B0","2019-09-18 11:00:00","311.000","11.000","2.400","29.200","0.520","974.000","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","23.000",""
"C0F860","2019-09-18 11:00:00","2215.000","72.000","0.900","22.300","0.510","781.000","-99.000","0.000","-99.000","-99.000","-99.000","22.700","","11.700",""
"C0U890","2019-09-18 11:00:00","116.000","253.000","3.700","28.900","0.520","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","22.900",""
"C0G800","2019-09-18 11:00:00","15.000","33.000","8.500","29.900","0.560","1006.400","-99.000","0.000","18.500","35.000","","30.000","","25.100",""
"C0R700","2019-09-18 11:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F850","2019-09-18 11:00:00","379.000","8.000","1.100","29.200","0.490","965.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","21.300",""
"C0AH50","2019-09-18 11:00:00","275.000","26.000","3.200","25.000","0.990","981.600","-99.000","1.000","-99.000","-99.000","-99.000","26.500","","22.400",""
"C0Z160","2019-09-18 11:00:00","124.000","286.000","1.900","30.300","0.510","996.700","-99.000","0.000","-99.000","-99.000","-99.000","30.300","","18.900",""
"C0R540","2019-09-18 11:00:00","17.000","221.000","2.900","30.500","0.710","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.700",""
"C0R620","2019-09-18 11:00:00","34.000","33.000","4.700","28.600","0.730","1005.600","-99.000","0.000","12.100","32.000","","28.700","","26.600",""
